recipe_id,ethnicity,Recipe Name,instructions,ingredients,image,descriptor,category
22,Thai,Thai Cucumber Salad,"Toscucumberwith salt in a colander; leave in the sink to drain for minutes. Rinse with cold water, then drain, pat dry with paper towels. Whisk sugar, vinegar together in a mixing bowl until sugar hadissolved. Add cucumbers, jalapeños, cilantro; tosto combine. Sprinkle chopped peanuton top just before serving. Nutrition data for thirecipe includethe full amount of salt. The actual amount of salt consumed will vary."," large cucumbers, seeded, salt, white sugar, rice wine vinegar, medium jalapeno peppers, seeded, cilantro, peanuts",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFeb9bacdcbf9edaadF999.jpg&q=&c=sc&orient=true,"Thicucumber salad recipe ivery close to what you'd get at your favorite Thai restaurant. Cucumber, cilantro, peanutare tossed in a sweet, tangy vinaigrette with just a hint of heat from jalapeños. Thisummer salad ialwaya hit at picnicand potlucksince it doesn't need to be refrigerated.",Salad
23,Thai,Curried Coconut Chicken,"Season chicken piecewith salt, pepper; set aside. Heat oil in a large skillet over medium-high heat. Cook, stir curry powder in hot oil for minute. Stir in onionand garlic; cook minute. Add chicken, tossing lightly to coat with curry oil. Reduce heat to medium, cook, stirring occasionally, until chicken ino longer pink in the center, juicerun clear, to minutes. Stir tomatoes, coconut milk, tomato sauce, sugar into the skillet. Cover, simmer, stirring occasionally, for to minutes.","chicken breasts, salt, ground black pepper, vegetable oil, curry powder, onion, clove garlic, tomatoe, coconut milk, tomato sauce, sugar",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFedebecfe9e9FCCB-F-BE-9-ACABD.jpeg&q=&c=sc&orient=true,"Thichicken coconut curry recipe featurechicken simmered in coconut milk, tomatoefor a mouthwatering hint of the tropics! Goewell with rice, vegetables.",Cuisine
24,Thai,Panang Curry with Chicken,"Fry curry paste in oil in a large skillet or wok over medium heat until fragrant. Stir in coconut milk, bring to a boil. Add chicken; cook, stir until chicken inearly cooked through, to minutes. Stir palm sugar, fish sauce, lime leaveinto mixture; simmer for minutes. Taste, adjust saltinesby adding more fish sauce if necessary. Garnish withd red chile pepperand Thai basil leaves."," Panang curry paste, cooking oil, coconut milk, boneless chicken breast, cubed, palm sugar, fish sauce, makrut lime leaves, torn in half, fresh red chile pepper, fresh Thai basil leaves",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF9.jpg&q=&c=sc&orient=true,Panang curry with chicken representthe diversity of Thailand'southern region. Panang referto the island of Penang in Northern Malaysia bordering southern Thailand. Use curry paste from a fresh curry paste recipe or pre-made curry paste if time doenot permit making your own paste,Cuisine
25,Thai,Thai Green Curry Chicken,"Pour soy sauce into a shallow dish. Place flour into a separate shallow dish. Toschicken piecein soy sauce, then in flour, coating pieceevenly. Heat oil in a large skillet over medium-high heat. Add chicken; cook, stir until browned, about minutes. Transfer chicken to a plate; set aside. Reduce heat to medium, stir in curry paste. Cook for minute until fragrant. Add green onions, garlic, ginger; cook an additional minutes. Return chicken to the skillet, stirring to coat with curry paste. Stir in coconut milk, sugar, fish sauce, remaining soy sauce; simmer over medium heat until chicken itender, cooked through, about minutes. Serve curry with cilantro leaves."," dark soy sauce, all-purpose flour, chicken breast, cooking oil, green curry paste, green onion, clove garlic, chopped, fresh ginger, coconut milk, white sugar, fish sauce, dark soy sauce, cilantro leaves",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF999.jpg&q=&c=sc&orient=true,"ThiThai green curry recipe never failto please! It iquick, easy to make, the chicken staymoist, tender. Serve over jasmine rice for a satisfying meal.",Cuisine
26,Thai,Peanut Butter Noodles,"Bring a large pot of lightly salted water to a boil. Cook udon in boiling water, stirring occasionally, until noodleare tender yet firm to the bite, to minutes. Drain. Meanwhile, combine chicken broth, soy sauce, peanut butter, ginger, honey, garlic, chili paste in a medium saucepan. Cook, stir over medium heat until peanut butter meltand sauce iheated through. Add drained noodleto peanut butter sauce; tosto coat. Garnish with green onionand peanuts."," Udon noodles, chicken broth, soy sauce, peanut butter, fresh ginger root, honey, clove garlic, hot chile paste, green onions, peanuts",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets-ucg.meredithcorp.ioFedbadb99fcbdcdF.jpg&q=&c=sc&orient=true,"These peanut butter noodleare kid-friendly, full of bright flavors. You also make thirecipe with spaghetti pasta.",Side Dish
27,Thai,Pad Thai,"Gather all ingredients. Soak rice noodlein cold water until soft, to minutes. Drain, set aside. Meanwhile, heat butter in a wok; add chicken, sauté until browned. Remove chicken, set aside. Heat oil in the wok over medium-high heat. Crack egginto hot oil, cook until firm. Stir in chicken, cook for minutes. Add softened noodles, sugar, fish sauce, vinegar, red pepper; mix well until noodleare tender. Adjust seasoningto taste. Stir bean sproutinto wok, cook for minutes. Serve topped with green onions, crushed peanuts, a wedge of lemon."," rice noodles, butter, boneless, skinless chicken breasts, vegetable oil, eggs, white sugar, fish sauce, white wine vinegar, crushed red pepper, bean sprouts, green onions crushed peanuts, lemon",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF999.jpg&q=&c=sc&orient=true,"Thiia traditional pad thai recipe used by a friend'mother. You use chicken, pork, beef, tofu a combination. You may want to start with lespepper, work your way up.",Cuisine
28,Thai,Chicken Massaman Curry,"Heat vegetable oil in a large saucepan over medium heat. Stir in curry paste, ginger; cook, stir for minutes. Add in cubed chicken, cook until the pieceturn white on the outside, about minutes. Mix in peanut butter, brown sugar, fish sauce, tamarind paste, stirring to combine. Add potatoeand coconut milk. Bring to a boil, then reduce heat to medium-low, cover, simmer until the potatoeare tender, the chicken pieceare no longer pink in the center, about minutes. Add lime juice, cook for an additional minutebefore serving."," vegetable oil, curry paste, ginger, boneless chicken breast meat, peanut butter, brown sugar, fish sauce, tamarind paste, cubed potatoes, coconut milk, fresh lime juice",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFimages.media-allrecipes.comFuserphotosF.jpg&q=&c=sc&orient=true,"Thimassaman curry recipe, flavored with tamarind, coconut milk, iready in under an hour. Serve over plain white rice.",Cuisine
29,Thai,Thai Sweet Sticky Rice With Mango ,"Combine water, rice in a saucepan. Bring to a boil, cover, reduce heat to low. Simmer until water iabsorbed, to minutes. While the rice cooks, combine coconut milk, sugar, salt in another saucepan. Bring to a boil over medium heat; remove from the heat, set aside. Stir cooked rice into coconut milk mixture. Cover, allow to cool for hour. Make a sauce by combining coconut milk, sugar, salt, tapioca starch in another saucepan; bring to a boil. Place coconut rice on a serving dish, arrange mangoon top. Pour sauce over mangoand rice. Sprinkle with sesame seeds."," water, uncooked short-grain white rice, coconut milk, white sugar, salt, white sugar, tapioca starch, mangos, toasted sesame seeds",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFebcbcebF99IMG_.jpeg&q=&c=sc&orient=true,"Thimango sticky rice ia wonderful, authentic-tasting Thai dessert that'agood, if not better, than what you find in many Thai restaurants.",Asian
30,Thai,The Best Thai Coconut Soup,"Thirestaurant-worthy Thai coconut soup recipe irich, velvety, full of flavor. Thai coconut soup ia soup that’made with coconut milk, served hot. Though early versionof tom kha kai featured duck, chicken or shrimp are more common these days. You’ll find the full, step-by-step recipe below – but here’a brief overview of what you expect when you make Thai coconut soup at home:,Store the leftover Thai coconut soup in an airtight container for up to three dayin the refrigerator. Reheat on the stove or in the microwave. We don’t recommend freezing Thai coconut soup, athe coconut milk likely will separate during the thawing process. “To quote my husband, ‘Thirecipe ia keeper,’” sayCP. “It ijust agood aleftoverait ifresh. I used of chicken instead of shrimp, Tbsp of lemongraspaste, aour grocery store waout of lemongrass.”,“I’ve made thiseveral timeand love it,” according to one Allrecipecommunity member. “Thitime I added chicken amy protein. Extremely flavorful.”,“Super easy, quick to make,” raveadolfox. “It warestaurant quality. Definitely one to keep in the rotation.”,Editorial contributionby Corey Williams,Heat oil in a large pot over medium heat. Add ginger, curry paste, lemongrass; cook, stir in the hot oil for minute. Gradually stir in chicken broth, then stir in fish sauce, brown sugar; reduce heat to low, simmer for minutes. Add coconut milk, mushrooms; cook, stir until mushroomare soft, about minutes. Add shrimp; cook until no longer translucent, about minutes. Stir in lime juice; season with salt, garnish with cilantro."," vegetable oil,fresh ginger, red curry paste, stalk lemon grass, chicken broth, fish sauce, light brown sugar, coconut milk, fresh shiitake mushroom, medium shrimp, fresh lime juice, saltfresh cilantro",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioFbbaefcceecec99fcFF999BC-FD9-DE-BD-99EC9E.jpeg&q=&c=sc&orient=true,"ThiThai coconut soup ifull of authentic, bold, deliciouThai flavors. Thiithe best Thai soup recipe out there — you won't be disappointed with thione! Serve over steamed rice.",Asian
31,Thai,Spicy Thai Basil Chicken ,"Allrecipes home cooks give a solid 5-star rating to Chef John's easy-to-make version of Thai basil chicken (pad krapow gai), a popular Thai restaurant-worthy dish that's ready in less than 30 minutes. In his easy and accessible style, Chef John walks you through the recipe ingredients and shows you how to build layers of flavor using simple cooking techniques. ""I don't cook Thai food at home often, mostly because there are at least a dozen such restaurants within walking distance, but when I do, there's nothing I enjoy more than this spicy Thai basil chicken,"" says Chef John. Thai basil chicken is a stir-fry dish made with finely chopped or ground chicken cooked with chile peppers, garlic, and shallots, and seasoned with a sweet and salty sauce and finished with fresh basil. It's a classic dish in Thai cuisine and can be found in restaurants and as a popular street food. Sauce
Chicken broth, oyster sauce, soy sauce, fish sauce, white sugar, and brown sugar are whisked together to make a sweet and salty mixture to flavor the recipe. Chicken
Chef John minces skinless, boneless chicken thigh until they're very finely chopped. You could use packaged ground chicken to speed up the process, but chopping or grinding your own gives you superior flavor and texture. Shallots and garlic
Sliced shallots and minced garlic add another layer of flavor. Hot chile peppers
This is where the heat comes into play. Use Thai chile, serrano chile, or other hot pepper of your choice, and customize the amount to suit your tolerance for heat. Basil
This recipe traditionally uses Thai basil or ""holy"" basil, which have their own distinctive flavors. Chef John uses sweet basil, which is more readily available in most grocery stores. In the recipe video, Chef John demonstrates how he stacks and rolls basil leaves like a cigar to quickly slice thin ribbons that cook faster and impart flavor throughout the dish. ""No, I didn't use the real ""holy"" basil,"" says Chef John. ""But even with regular basil, this simple recipe is spectacular. Aromatic basil is the perfect herb for pairing with the slightly sweet, sort of salty, and possibly spicy, chopped meat."",There are more than 100 varieties of basil, all of which are members of the mint family, and each variety has its own flavor. Thai basil has a mildly spicy licorice or anise seed flavor. Sweet basil (also known as Italian basil) tastes sweet and peppery. Holy basil (also called Thai holy basil) tastes of pepper and cloves. Read more: What's the Difference Between Thai Basil, Sweet Basil, and Holy Basil?,Chef John recommends you prep all the ingredients before you start cooking because once you start the stir-fry, it all comes together very quickly. Prep takes about 15 minutes and cooking time is a speedy 10 minutes. If you want to serve the chicken with steamed rice, time your cooking accordingly. To get started, you'll add the oil and minced chicken to a smoking-hot skillet and cook the chicken briefly for a couple of minutes. Next, you'll add the shallots, garlic, and sliced chilies, and cook for another couple of minutes. About a tablespoon of the sauce goes in next to cook for a minute with the chicken until it starts to caramelize on the skillet. Finally, you add the rest of the sauce, scraping up the caramelization and coating the chicken for another minute. Remove the skillet from the heat and stir in the basil until it's wilted from the residual heat. Now your Thai Basil Chicken is ready to serve. ""Amazing taste and for sure cheaper than buying it in a Thai restaurant,"" says Allrecipes home cook Seora Juarez. ""As suggested, go to a local Asian market to get your basil. It's a more authentic taste, but I've tried it with regular basil and it tastes good too. I like mine hot so I finely chop the peppers to make it spicy."",""Amazing rendition of the classic Thai dish. I tend to use extra garlic and shallots. I use serrano chilies because traditional Thai chilies involve an extra grocery store. Otherwise make as directed. Perfect for family meals when I have the time to cook, and my kids love it,"" says reviewer Blair Dunn. Allrecipes community member outdoorsgirl says, ""I love Thai food and do a lot of cooking. Kudos to Chef John for taking a Thai recipe and simplifying it so the average person can make a great dish! Substituting sweet soya instead of the regular soya and sugar works good too. The trick is a very hot wok ( hopefully) or skillet."",Editorial contributions by Vanessa Greaves,Gather ingredients. Whisk chicken broth, oyster sauce, soy sauce, fish sauce, white sugar, and brown sugar together in a bowl until well blended. Heat large skillet over high heat. Drizzle in oil. Add chicken and stir fry until it loses its raw color, 2 to 3 minutes. Stir in shallots, garlic, and sliced chilies. Continue cooking on high heat until some of the juices start to caramelize in the bottom of the pan, about 2 or 3 more minutes. Add about a tablespoon of the sauce mixture to the skillet; cook and stir until sauce begins to caramelize, about 1 minute. Pour in the rest of the sauce. Cook and stir until sauce has deglazed the bottom of the pan. Continue to cook until sauce glazes onto the meat, 1 or 2 more minutes. Remove from heat. Stir in basil. Cook and stir until basil is wilted, about 20 seconds. Serve with rice. Serve hot and enjoy!","chicken broth, oyster sauce, soy sauce, fish sauce, white sugar, brown sugar, vegetable oil, boneless chicken thighs shallots, clove garlic, Thai chilies, Serrano other hot pepper, fresh basil leaves, hot cooked rice",https://imagesvc.meredithcorp.io/v/mm/image?url=httpsAFFpublic-assets.meredithcorp.ioF9ffe9bcbafcadF9DB-9E9--BC-BA.jpeg&q=&c=sc&orient=true,"My version of thiclassic Thai dish haspectacular taste even with regular basil instead of Thai or holy basil. The sauce actually actlike a glaze athe chicken mixture cookover high heat. The recipe workbest if you chop or grind your own chicken, have all ingredientprepped before you start cooking.",Asian
